file_name,has_opinion_text,opinion_word_count,has_reasoning_summary_text,reasoning_summary_word_count,has_topic_text,thinking_flag,age,biological_sex,children,city_of_living,current_marital_status,education_level,employment_status,gender,hobbies,marital_status,migration_status,occupation,ocean.agreeableness.level,ocean.agreeableness.score,ocean.conscientiousness.level,ocean.conscientiousness.score,ocean.extraversion.level,ocean.extraversion.score,ocean.neuroticism.level,ocean.neuroticism.score,ocean.openness.level,ocean.openness.score,parents_education.parent_1,parents_education.parent_2,psychological_feature,religious_beliefs,sexual_orientation,time_onsocialmedia
20251020_174712_result.json,yes,278,yes,103,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174720_result.json,yes,293,yes,82,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174727_result.json,yes,295,yes,83,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174734_result.json,yes,294,yes,69,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174741_result.json,yes,280,yes,97,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174748_result.json,yes,295,yes,87,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174804_result.json,yes,283,yes,78,yes,con thinking,24,male,0,Philadelphia,,no formal education,self-employed,man,cooking;classical music;birdwatching,widowed,native American,waiter/waitress,high,86,low,20,moderate,56,high,67,low,12,lower secondary,PhD,anxious,Hinduism,heterosexual,You spend several hours daily on social media
20251020_174812_result.json,yes,313,yes,87,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174819_result.json,yes,294,yes,93,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174835_result.json,yes,289,yes,91,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174842_result.json,yes,270,yes,105,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174856_result.json,yes,295,yes,85,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174903_result.json,yes,291,yes,73,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174918_result.json,yes,270,yes,77,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174925_result.json,yes,284,yes,82,yes,con thinking,61,female,2,Bari,,master's degree,self-employed,woman,football (calcio);gardening,in a relationship,native Italian,delivery driver,low,24,high,71,high,98,high,76,moderate,60,PhD,lower secondary,with good mental health,Christianity,heterosexual,You spend a few times monthly on social media
20251020_174949_result.json,yes,303,yes,104,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_174956_result.json,yes,283,yes,82,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175019_result.json,yes,275,yes,64,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175026_result.json,yes,289,yes,59,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175034_result.json,yes,323,yes,98,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175049_result.json,yes,274,yes,123,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175056_result.json,yes,289,yes,111,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175114_result.json,yes,291,yes,101,yes,con thinking,90,female,0,Kansas City,,vocational diploma,self-employed,woman,travel;cooking;photography,divorced,native American,retail worker,high,71,high,67,low,10,moderate,46,low,26,vocational diploma,master's degree,curious,Agnostic,heterosexual,You spend several hours daily on social media
20251020_175128_result.json,yes,291,yes,88,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175144_result.json,yes,281,yes,69,yes,con thinking,20,female,3,Philadelphia,,lower secondary,employed part-time,woman,classical music;yoga;reading novels,in a relationship,native American,waiter/waitress,moderate,64,high,75,moderate,55,moderate,60,low,18,lower secondary,PhD,with good mental health,Hinduism,heterosexual,You have no social media
20251020_175152_result.json,yes,296,yes,69,yes,con thinking,73,male,4,Bologna,,vocational diploma,self-employed,transgender,birdwatching;baking,divorced,native Italian,mechanic,moderate,52,high,72,moderate,66,low,27,moderate,61,no formal education,upper secondary,depressed,Atheist,bisexual,You spend roughly a few times weekly on social media
20251020_175206_result.json,yes,289,yes,64,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175239_result.json,yes,285,yes,98,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175255_result.json,yes,252,yes,97,yes,con thinking,88,female,1,Bologna,,PhD,employed part-time,woman,cycling;photography;hiking;baking;yoga,married,native Italian,mechanic,high,91,low,19,low,31,low,8,high,89,primary school,lower secondary,depressed,Atheist,heterosexual,You spend roughly a few times weekly on social media
20251020_175303_result.json,yes,280,yes,99,yes,con thinking,60,male,2,Milan,,bachelor's degree,employed full-time,genderqueer,birdwatching;football (calcio);reading novels,married,native Italian,delivery driver,low,10,moderate,37,moderate,46,low,22,moderate,42,vocational diploma,PhD,depressed,Hinduism,heterosexual,You spend a few times monthly on social media
20251020_175311_result.json,yes,280,yes,83,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175333_result.json,yes,270,yes,102,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175348_result.json,yes,275,yes,98,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175427_result.json,yes,277,yes,103,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175435_result.json,yes,312,yes,118,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175443_result.json,yes,268,yes,84,yes,con thinking,33,male,0,Lecce,,master's degree,employed full-time,man,reading novels;knitting;birdwatching;cinema,divorced,native Italian,waiter/waitress,high,75,high,80,moderate,64,high,70,moderate,51,PhD,master's degree,curious,Islam,homosexual,You have no social media
20251020_175451_result.json,yes,273,yes,94,yes,con thinking,40,female,3,Philadelphia,,PhD,employed part-time,woman,cooking;cycling;hiking,divorced,native American,nurse,low,19,high,92,moderate,45,moderate,52,low,10,no formal education,PhD,depressed,Christianity,heterosexual,You have no social media
20251020_175513_result.json,yes,276,yes,75,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251020_175529_result.json,yes,298,yes,87,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
